GeneA,GeneB,UniprotA,UniprotB,DataSource
GPX4,TAGLN,P36969,Q01995,IID
GPX4,SSR4,P36969,P51571,IID
GPX4,RPL15,P36969,P61313,IID
GPX4,TAGLN2,P36969,P37802,IID
GPX4,GSTO1,P36969,P78417,IID
GPX4,MGST2,P36969,Q99735,IID
GPX4,ETFB,P36969,P38117,IID
ACVRL1,IFNGR2,P37023,P38484,IID
PPARG,JAZF1,P37231,86VZ6,IID
PPARG,NOD2,P37231,Q9HC29,IID
SNCA,FASLG,P37840,P48023,IID
BRCA1,CREB5,P38398,Q02930,IID
IFNGR2,VSIG4,P38484,Q9Y279,IID
IFNGR2,SYTL2,P38484,Q9HCH5,IID
IFNGR2,SHH,P38484,Q15465,IID
IFNGR2,STAM,P38484,Q92783,IID
IFNGR2,STAT5A,P38484,P42229,IID
IFNGR2,TRIM25,P38484,Q14258,IID
IFNGR2,DNAJA3,P38484,Q96EY1,IID
IFNGR2,CRLF3,P38484,Q8IUI8,IID
IFNGR2,MICA,P38484,Q29983,IID
IFNGR2,NFAM1,P38484,Q8NET5,IID
IFNGR2,STAT2,P38484,P52630,IID
IFNGR2,IRF3,P38484,Q14653,IID
IFNGR2,ZC3HAV1,P38484,Q7Z2W4,IID
IFNGR2,IRF7,P38484,Q92985,IID
IFNGR2,IL27RA,P38484,Q6UWB1,IID
IFNGR2,NOTCH3,P38484,Q9UM47,IID
IFNGR2,RPL37A,P38484,P61513,IID
IFNGR2,STAT1,P38484,P42224,IID
IFNGR2,SH2B1,P38484,Q9NRF2,IID
IFNGR2,IL20RA,P38484,Q9UHF4,IID
IFNGR2,CAMK2D,P38484,Q13557,IID
IFNGR2,IL10RA,P38484,Q13651,IID
IFNGR2,MYOF,P38484,Q9NZM1,IID
IFNGR2,CD276,P38484,Q5ZPR3,IID
IFNGR2,LRRN4CL,P38484,Q8ND94,IID
IFNGR2,GP6,P38484,Q9HCN6,IID
IFNGR2,IL10RB,P38484,Q08334,IID
IFNGR2,PROCR,P38484,Q9UNN8,IID
IFNGR2,IFNGR2,P38484,P38484,IID
IFNGR2,MICB,P38484,Q29980,IID
IFNGR2,TRIM22,P38484,Q8IYM9,IID
IFNGR2,IFI16,P38484,Q16666,IID
IFNGR2,IFI35,P38484,P80217,IID
IFNGR2,LY96,P38484,Q9Y6Y9,IID
IFNGR2,LILRB1,P38484,Q8NHL6,IID
IFNGR2,MALT1,P38484,Q9UDY8,IID
IFNGR2,JAK3,P38484,P52333,IID
IFNGR2,OSMR,P38484,Q99650,IID
IFNGR2,ELAVL1,P38484,Q15717,IID
IFNGR2,MAN1C1,P38484,Q9NR34,IID
IFNGR2,IFNAR2,P38484,P48551,IID
IFNGR2,NPC2,P38484,P61916,IID
IFNGR2,IL20RB,P38484,Q6UXL0,IID
IFNGR2,STAT5B,P38484,P51692,IID
IFNGR2,CD86,P38484,P42081,IID
IFNGR2,NECTIN2,P38484,Q92692,IID
IFNGR2,STAT3,P38484,P40763,IID
IFNGR2,PTPA,P38484,Q15257,IID
IFNGR2,IL22RA1,P38484,Q8N6P7,IID
IFNGR2,PTPN11,P38484,Q06124,IID
IFNGR2,PLAUR,P38484,Q03405,IID
CDKN1A,SPRED1,P38936,7Z699,IID
COL18A1,NOD2,P39060,Q9HC29,IID
GRIK1,UCN,P39086,P55089,IID
IL6ST,TIGIT,P40189,Q495A1,IID
IL6ST,IL26,P40189,Q9NPH9,IID
IL6ST,PLCE1,P40189,Q9P212,IID
IL6ST,CTF1,P40189,Q16619,IID
IL6ST,CAV1,P40189,Q03135,IID
IL6ST,PTK2,P40189,Q05397,IID
IL6ST,IL23A,P40189,Q9NPF7,IID
IL6ST,PLCL1,P40189,Q15111,IID
IL6ST,LIFR,P40189,P42702,IID
IL6ST,CUL5,P40189,Q93034,IID
IL6ST,ALPK3,P40189,Q96L96,IID
IL6ST,SIRPG,P40189,Q9P1W8,IID
IL6ST,CISH,P40189,Q9NSE2,IID
IL6ST,RELA,P40189,Q04206,IID
IL6ST,STAT5A,P40189,P42229,IID
IL6ST,NKX2-3,P40189,Q8TAU0,IID
IL6ST,CDK9,P40189,P50750,IID
IL6ST,PTPRU,P40189,Q92729,IID
IL6ST,KCNIP3,P40189,Q9Y2W7,IID
IL6ST,CD79B,P40189,P40259,IID
IL6ST,GDF10,P40189,P55107,IID
IL6ST,IL2,P40189,P60568,IID
IL6ST,GRB2,P40189,P62993,IID
IL6ST,OSMR,P40189,Q99650,IID
IL6ST,AKAP1,P40189,Q92667,IID
IL6ST,STAT3,P40189,P40763,IID
IL6ST,DSCAML1,P40189,Q8TD84,IID
IL6ST,TPM4,P40189,P67936,IID
IL6ST,CLCF1,P40189,Q9UBD9,IID
IL6ST,EFNB1,P40189,P98172,IID
IL6ST,BOC,P40189,Q9BWV1,IID
IL6ST,EPHB4,P40189,P54760,IID
IL6ST,STAT5B,P40189,P51692,IID
IL6ST,IL18,P40189,Q14116,IID
IL6ST,PTK2B,P40189,Q14289,IID
IL6ST,NFKBIB,P40189,Q15653,IID
IL6ST,MALT1,P40189,Q9UDY8,IID
IL6ST,GAB1,P40189,Q13480,IID
IL6ST,CNTN4,P40189,Q8IWV2,IID
IL6ST,PDGFD,P40189,Q9GZP0,IID
IL6ST,DDR1,P40189,Q08345,IID
IL6ST,ALMS1,P40189,Q8TCU4,IID
IL6ST,PTPRJ,P40189,Q12913,IID
IL6ST,MYLK,P40189,Q15746,IID
IL6ST,IL31,P40189,Q6EBC2,IID
IL6ST,HEYL,P40189,Q9NQ87,IID
IL6ST,IL31RA,P40189,"Q8NI17
",IID
IL6ST,PYCARD,P40189,Q9ULZ3,IID
IL6ST,CDON,P40189,Q4KMG0,IID
IL6ST,PDCD1LG2,P40189,Q9BQ51,IID
IL6ST,MPL,P40189,P40238,IID
IL6ST,JAG1,P40189,P78504,IID
IL6ST,CMYA5,P40189,Q8N3K9,IID
IL6ST,SHC2,P40189,P98077,IID
IL6ST,UBQLN1,P40189,Q9UMX0,IID
IL6ST,IL22,P40189,Q9GZX6,IID
IL6ST,MYOM2,P40189,P54296,IID
IL6ST,LEF1,P40189,Q9UJU2,IID
IL6ST,PRKCD,P40189,Q05655,IID
IL6ST,IL21,P40189,Q9HBE4,IID
IL6ST,LY9,P40189,Q9HBG7,IID
IL6ST,LMCD1,P40189,Q9NZU5,IID
IL6ST,NELL1,P40189,Q92832,IID
IL6ST,PCDH12,P40189,Q9NPG4,IID
IL6ST,CD86,P40189,P42081,IID
IL6ST,IFNAR2,P40189,P48551,IID
IL6ST,MESP1,P40189,Q9BRJ9,IID
IL6ST,IL27,P40189,Q8NEV9,IID
IL6ST,IL20RB,P40189,Q6UXL0,IID
IL6ST,MYBPC2,P40189,Q14324,IID
IL6ST,IL20,P40189,Q9NYY1,IID
IL6ST,GAB2,P40189,Q9UQC2,IID
IL6ST,ABI3BP,P40189,Q7Z7G0,IID
IL6ST,ROBO4,P40189,Q8WZ75,IID
IL6ST,B2M,P40189,P61769,IID
IL6ST,NFAM1,P40189,Q8NET5,IID
IL6ST,ILDR2,P40189,Q71H61,IID
IL6ST,NECTIN2,P40189,Q92692,IID
IL6ST,IFNL1,P40189,Q8IU54,IID
IL6ST,TNFRSF14,P40189,Q92956,IID
IL6ST,TNN,P40189,Q9UQP3,IID
IL6ST,MATK,P40189,P42679,IID
IL6ST,IGFBP7,P40189,Q16270,IID
IL6ST,KAZALD1,P40189,Q96I82,IID
IL6ST,IL13RA1,P40189,P78552,IID
IL6ST,CD276,P40189,Q5ZPR3,IID
IL6ST,COL20A1,P40189,Q9P218,IID
IL6ST,ITK,P40189,Q08881,IID
IL6ST,GATA4,P40189,P43694,IID
IL6ST,TRIM25,P40189,Q14258,IID
IL6ST,SGTB,P40189,Q96EQ0,IID
IL6ST,IL10RA,P40189,Q13651,IID
IL6ST,ACVR1,P40189,Q04771,IID
IL6ST,SIGIRR,P40189,Q6IA17,IID
IL6ST,MAPK8IP2,P40189,Q13387,IID
IL6ST,CX3CL1,P40189,P78423,IID
IL6ST,LMO4,P40189,P61968,IID
IL6ST,IRS2,P40189,Q9Y4H2,IID
IL6ST,CSF3R,P40189,Q99062,IID
IL6ST,SHC3,P40189,Q92529,IID
IL6ST,AGER,P40189,Q15109,IID
IL6ST,PTK6,P40189,Q13882,IID
IL6ST,EBI3,P40189,Q14213,IID
IL6ST,CHRD,P40189,Q9H2X0,IID
IL6ST,MYOT,P40189,Q9UBF9,IID
IL6ST,ABL2,P40189,P42684,IID
IL6ST,IL12RB1,P40189,P42701,IID
IL6ST,PLA2G4A,P40189,P47712,IID
IL6ST,SUPT6H,P40189,Q7KZ85,IID
IL6ST,SYK,P40189,P43405,IID
IL6ST,GRB10,P40189,Q13322,IID
IL6ST,ZAP70,P40189,P43403,IID
IL6ST,PTPN11,P40189,Q06124,IID
IL6ST,FOXO1,P40189,Q12778,IID
IL6ST,SLAMF7,P40189,Q9NQ25,IID
IL6ST,IL6ST,P40189,P40189,IID
IL6ST,IL27RA,P40189,Q6UWB1,IID
IL6ST,PIK3R3,P40189,Q92569,IID
IL6ST,JAK3,P40189,P52333,IID
IL6ST,ITIH3,P40189,Q06033,IID
IL6ST,ITGA1,P40189,P56199,IID
IL6ST,IL22RA2,P40189,Q969J5,IID
IL6ST,TBX21,P40189,Q9UL17,IID
IL6ST,TNFSF13B,P40189,Q9Y275,IID
IL6ST,PTPN18,P40189,Q99952,IID
IL6ST,ERBB4,P40189,Q15303,IID
IL6ST,ROBO1,P40189,Q9Y6N7,IID
IL6ST,PKD1,P40189,P98161,IID
IL6ST,RBM15,P40189,Q96T37,IID
IL6ST,IL12RB2,P40189,Q99665,IID
IL6ST,IFNK,P40189,Q9P0W0,IID
IL6ST,COL12A1,P40189,Q99715,IID
IL6ST,CBLC,P40189,Q9ULV8,IID
IL6ST,PLAUR,P40189,Q03405,IID
IL6ST,CD274,P40189,Q9NZQ7,IID
IL6ST,PILRB,P40189,Q9UKJ0,IID
IL6ST,FRS2,P40189,Q8WU20,IID
IL6ST,MAGEA11,P40189,P43364,IID
IL6ST,PPP1R3A,P40189,Q16821,IID
IL6ST,KIR3DS1,P40189,Q14943,IID
IL6ST,ITIH4,P40189,Q14624,IID
IL6ST,BMPR2,P40189,Q13873,IID
IL6ST,RUNX2,P40189,Q13950,IID
IL6ST,DAG1,P40189,Q14118,IID
IL6ST,STAT1,P40189,P42224,IID
IL6ST,YWHAE,P40189,P62258,IID
IL6ST,PTPRO,P40189,Q16827,IID
IL6ST,TLE1,P40189,Q04724,IID
IL6ST,STAT6,P40189,P42226,IID
IL6ST,CD47,P40189,Q08722,IID
IL6ST,SPACA3,P40189,Q8IXA5,IID
IL6ST,ITIH6,P40189,Q6UXX5,IID
IL6ST,MOG,P40189,Q16653,IID
IL6ST,TNS2,P40189,Q63HR2,IID
IL6ST,TP63,P40189,Q9H3D4,IID
IL6ST,DCC,P40189,P43146,IID
IL6ST,LEPR,P40189,P48357,IID
IL6ST,BTLA,P40189,Q7Z6A9,IID
IL6ST,IL11RA,P40189,Q14626,IID
IL6ST,KIR3DL2,P40189,P43630,IID
IL6ST,CDH13,P40189,P55290,IID
IL6ST,MYBPC3,P40189,Q14896,IID
IL6ST,PTPN12,P40189,Q05209,IID
IL6ST,CNTN1,P40189,Q12860,IID
IL6ST,TLE2,P40189,Q04725,IID
IL6ST,IL15,P40189,P40933,IID
IL6ST,PPP1R3B,P40189,Q86XI6,IID
IL6ST,ZFP91,P40189,Q96JP5,IID
IL6ST,TTN,P40189,Q8WZ42,IID
IL6ST,CNTN6,P40189,Q9UQ52,IID
IL6ST,MYBPH,P40189,Q13203,IID
IL6ST,MAP3K5,P40189,Q99683,IID
IL6ST,GRB7,P40189,Q14451,IID
IL6ST,IL21R,P40189,Q9HBE5,IID
IL6ST,ADIPOQ,P40189,Q15848,IID
IL6ST,TNR,P40189,Q92752,IID
IL6ST,CADM1,P40189,Q9BY67,IID
IL6ST,CD83,P40189,Q01151,IID
IL6ST,VSIG4,P40189,Q9Y279,IID
IL6ST,PIK3CG,P40189,P48736,IID
PSMB10,SP140,P40306,Q13342,IID
STAT3,IL23R,P40763,Q5VWK5,IID
STAT3,NOD2,P40763,Q9HC29,IID
MDH1,PTPN22,P40925,Q9Y2R2,IID
IL15,NOD2,P40933,Q9HC29,IID
LEP,UCN,P41159,P55089,IID
LEP,NOD2,P41159,Q9HC29,IID
BCL6,NOD2,P41182,Q9HC29,IID
MNDA,NOD2,P41218,Q9HC29,IID
P2RY2,NOD2,P41231,Q9HC29,IID
CSK,FASLG,P41240,P48023,IID
CSK,PTPN22,P41240,Q9Y2R2,IID
TNFSF9,FASLG,P41273,P48023,IID
TNFSF9,TNFSF18,P41273,Q9UNG2,IID
CD86,NOD2,P42081,Q9HC29,IID
STAT1,NOD2,P42224,Q9HC29,IID
STAT1,PTPN22,P42224,Q9Y2R2,IID
STAT6,NOD2,P42226,Q9HC29,IID
STAT5A,NOD2,P42229,Q9HC29,IID
ARHGAP25,TAGAP,P42331,Q8N103,IID
PIK3CA,FASLG,P42336,P48023,IID
PIK3CA,PTPN22,P42336,Q9Y2R2,IID
MTOR,ATG16L1,P42345,Q676U5,IID
EPS15,FASLG,P42566,P48023,IID
EPS15,NOD2,P42566,Q9HC29,IID
CASP3,FASLG,P42574,P48023,IID
CASP3,ATG16L1,P42574,Q676U5,IID
CASP3,NOD2,P42574,Q9HC29,IID
CASP3,PTPN22,P42574,Q9Y2R2,IID
CASP2,FASLG,P42575,P48023,IID
CASP2,NOD2,P42575,Q9HC29,IID
MATK,FASLG,P42679,P48023,IID
TEC,FASLG,P42680,P48023,IID
TEC,PTPN22,P42680,Q9Y2R2,IID
ABL2,FASLG,P42684,P48023,IID
ABL2,IL31RA,P42684,"Q8NI17
",IID
ABL2,NOD2,P42684,Q9HC29,IID
ABL2,PTPN22,P42684,Q9Y2R2,IID
FRK,FASLG,P42685,P48023,IID
IL12RB1,IL23R,P42701,Q5VWK5,IID
IL12RB1,IL31RA,P42701,"Q8NI17
",IID
LIFR,IL31RA,P42702,"Q8NI17
",IID
WAS,FASLG,P42768,P48023,IID
WAS,PTPN22,P42768,Q9Y2R2,IID
HTT,ATG16L1,P42858,Q676U5,IID
DCC,FASLG,P43146,P48023,IID
DCC,IL31RA,P43146,"Q8NI17
",IID
DCC,NOD2,P43146,Q9HC29,IID
PTPN9,PTPN22,P43378,Q9Y2R2,IID
ZAP70,FASLG,P43403,P48023,IID
ZAP70,PTPN22,P43403,Q9Y2R2,IID
SYK,FASLG,P43405,P48023,IID
SYK,NOD2,P43405,Q9HC29,IID
SYK,PTPN22,P43405,Q9Y2R2,IID
RANBP1,LACC1,P43487,Q8IV20,IID
TNFRSF4,FASLG,P43489,P48023,IID
TNFRSF4,NOD2,P43489,Q9HC29,IID
TNFRSF4,TNFSF18,P43489,Q9UNG2,IID
MAPK8,FASLG,P45983,P48023,IID
MAPK8,CREB5,P45983,Q02930,IID
MAPK9,CREB5,P45984,Q02930,IID
MAPK9,PTPN22,P45984,Q9Y2R2,IID
CRK,FASLG,P46108,P48023,IID
CRK,PTPN22,P46108,Q9Y2R2,IID
CDKN1B,FASLG,P46527,P48023,IID
GPR12,FASLG,P47775,P48023,IID
FASLG,DLC1,P48023,Q96QB1,IID
FASLG,CASP7,P48023,P55210,IID
FASLG,C1QTNF6,P48023,Q9BXI9,IID
FASLG,TNFSF10,P48023,P50591,IID
FASLG,SNX18,P48023,Q96RF0,IID
FASLG,TNFSF13B,P48023,Q9Y275,IID
FASLG,NCKIPSD,P48023,Q9NZQ3,IID
FASLG,VAV2,P48023,P52735,IID
FASLG,ADAM9,P48023,Q13443,IID
FASLG,STYK1,P48023,Q6J9G0,IID
FASLG,TEK,P48023,Q02763,IID
FASLG,DAB2,P48023,P98082,IID
FASLG,MIER1,P48023,Q8N108,IID
FASLG,TFG,P48023,Q92734,IID
FASLG,DNMBP,P48023,Q6XZF7,IID
FASLG,NELFB,P48023,Q8WX92,IID
FASLG,PTPN22,P48023,Q9Y2R2,IID
FASLG,ERBB4,P48023,Q15303,IID
FASLG,FASLG,P48023,P48023,IID
FASLG,SPEN,P48023,Q96T58,IID
FASLG,ASAP1,P48023,Q9ULH1,IID
FASLG,AP2M1,P48023,Q96CW1,IID
FASLG,CCDC9,P48023,Q9Y3X0,IID
FASLG,FNBP1,P48023,Q96RU3,IID
FASLG,PRKCD,P48023,Q05655,IID
FASLG,KCNMB4,P48023,Q86W47,IID
FASLG,SOS1,P48023,Q07889,IID
FASLG,A1CF,P48023,Q9NQ94,IID
FASLG,CBLN3,P48023,Q6UW01,IID
FASLG,CAV1,P48023,Q03135,IID
FASLG,SLC2A9,P48023,Q9NRM0,IID
FASLG,ZNF507,P48023,Q8TCN5,IID
FASLG,SLC6A12,P48023,P48065,IID
FASLG,TAS2R16,P48023,Q9NYV7,IID
FASLG,PLCE1,P48023,Q9P212,IID
FASLG,GDF10,P48023,P55107,IID
FASLG,MIA,P48023,Q16674,IID
FASLG,RIPK3,P48023,Q9Y572,IID
FASLG,PTPN18,P48023,Q99952,IID
FASLG,EPHA7,P48023,Q15375,IID
FASLG,ART1,P48023,P52961,IID
FASLG,TGFB2,P48023,P61812,IID
FASLG,BMPR2,P48023,Q13873,IID
FASLG,PSG6,P48023,Q00889,IID
FASLG,ZNF835,P48023,Q9Y2P0,IID
FASLG,TRADD,P48023,Q15628,IID
FASLG,RELA,P48023,Q04206,IID
FASLG,TRAF2,P48023,Q12933,IID
FASLG,SLC30A3,P48023,Q99726,IID
FASLG,DMBT1,P48023,Q9UGM3,IID
FASLG,FGD4,P48023,Q96M96,IID
FASLG,PIN1,P48023,Q13526,IID
FASLG,EPS8L3,P48023,Q8TE67,IID
FASLG,HNRNPK,P48023,P61978,IID
FASLG,GTDC1,P48023,Q4AE62,IID
FASLG,ARHGAP9,P48023,Q9BRR9,IID
FASLG,TCTN2,P48023,Q96GX1,IID
FASLG,BCAR1,P48023,P56945,IID
FASLG,CPA2,P48023,P48052,IID
FASLG,PCSK9,P48023,Q8NBP7,IID
FASLG,TNFRSF11A,P48023,Q9Y6Q6,IID
FASLG,DOCK1,P48023,Q14185,IID
FASLG,RTEL1,P48023,Q9NZ71,IID
FASLG,DLGAP2,P48023,Q9P1A6,IID
FASLG,TNK2,P48023,Q07912,IID
FASLG,AFAP1L2,P48023,Q8N4X5,IID
FASLG,MAP4K1,P48023,Q92918,IID
FASLG,CD2AP,P48023,Q9Y5K6,IID
FASLG,BLK,P48023,P51451,IID
FASLG,PLEKHA1,P48023,Q9HB21,IID
FASLG,HRH4,P48023,Q9H3N8,IID
FASLG,VAV3,P48023,Q9UKW4,IID
FASLG,MAP2K1,P48023,Q02750,IID
FASLG,TRIM48,P48023,Q8IWZ4,IID
FASLG,GRIN2B,P48023,Q13224,IID
FASLG,FGD1,P48023,P98174,IID
FASLG,BAIAP2L1,P48023,Q9UHR4,IID
FASLG,IRS2,P48023,Q9Y4H2,IID
FASLG,MS4A2,P48023,Q01362,IID
FASLG,TNFRSF17,P48023,Q02223,IID
FASLG,MACC1,P48023,Q6ZN28,IID
FASLG,PDCD11,P48023,Q14690,IID
FASLG,EPHB1,P48023,P54762,IID
FASLG,PRKCQ,P48023,Q04759,IID
FASLG,MPP4,P48023,Q96JB8,IID
FASLG,CDH13,P48023,P55290,IID
FASLG,GRIN2A,P48023,Q12879,IID
FASLG,CBLB,P48023,Q13191,IID
FASLG,SMAD3,P48023,P84022,IID
FASLG,GPRC5D,P48023,Q9NZD1,IID
FASLG,C1QTNF7,P48023,Q9BXJ2,IID
FASLG,FADD,P48023,Q13158,IID
FASLG,FRS2,P48023,Q8WU20,IID
FASLG,ROBO1,P48023,Q9Y6N7,IID
FASLG,CLN6,P48023,Q9NWW5,IID
FASLG,SHC3,P48023,Q92529,IID
FASLG,CTTN,P48023,Q14247,IID
FASLG,DLG2,P48023,Q15700,IID
FASLG,FRAS1,P48023,Q86XX4,IID
FASLG,EPHB4,P48023,P54760,IID
FASLG,DLX4,P48023,Q92988,IID
FASLG,MED28,P48023,Q9H204,IID
FASLG,NOTCH2NL,P48023,Q7Z3S9,IID
FASLG,PACSIN3,P48023,Q9UKS6,IID
FASLG,BABAM2,P48023,Q9NXR7,IID
FASLG,SH3RF2,P48023,Q8TEC5,IID
FASLG,SHANK2,P48023,Q9UPX8,IID
FASLG,CTAGE1,P48023,"Q96RT6, Q9HC47",IID
FASLG,GLYAT,P48023,Q6IB77,IID
FASLG,ARHGDIA,P48023,P52565,IID
FASLG,CASP8AP2,P48023,Q9UKL3,IID
FASLG,TRAT1,P48023,Q6PIZ9,IID
FASLG,DOCK4,P48023,Q8N1I0,IID
FASLG,P3H3,P48023,Q8IVL6,IID
FASLG,DAXX,P48023,Q9UER7,IID
FASLG,PLEKHA2,P48023,Q9HB19,IID
FASLG,RNF122,P48023,Q9H9V4,IID
FASLG,KRT40,P48023,Q6A162,IID
FASLG,CASP9,P48023,P55211,IID
FASLG,PAK2,P48023,Q13177,IID
FASLG,C1QTNF3,P48023,Q9BXJ4,IID
FASLG,PTPN13,P48023,Q12923,IID
FASLG,PIDD1,P48023,Q9HB75,IID
FASLG,VAPA,P48023,Q9P0L0,IID
FASLG,MAP3K11,P48023,Q16584,IID
FASLG,PDLIM4,P48023,P50479,IID
FASLG,SNX17,P48023,Q15036,IID
FASLG,CAMK1G,P48023,Q96NX5,IID
FASLG,RNF31,P48023,Q96EP0,IID
FASLG,PKN2,P48023,Q16513,IID
FASLG,OR2S2,P48023,Q9NQN1,IID
FASLG,TNFSF18,P48023,Q9UNG2,IID
FASLG,DAG1,P48023,Q14118,IID
FASLG,MOSPD2,P48023,Q8NHP6,IID
FASLG,CSNK2B,P48023,P67870,IID
FASLG,MYO15A,P48023,Q9UKN7,IID
FASLG,SUMO1,P48023,P63165,IID
FASLG,MYO16,P48023,Q9Y6X6,IID
FASLG,ITK,P48023,Q08881,IID
FASLG,HBEGF,P48023,Q99075,IID
FASLG,ADIPOQ,P48023,Q15848,IID
FASLG,PSG9,P48023,Q00887,IID
FASLG,SH3PXD2A,P48023,Q5TCZ1,IID
FASLG,CASP8,P48023,Q14790,IID
FASLG,NODAL,P48023,Q96S42,IID
FASLG,PRMT2,P48023,P55345,IID
FASLG,RIPK1,P48023,Q13546,IID
FASLG,PTPN12,P48023,Q05209,IID
FASLG,P3H4,P48023,Q92791,IID
FASLG,PAK1,P48023,Q13153,IID
FASLG,OBSCN,P48023,Q5VST9,IID
FASLG,CD84,P48023,Q9UIB8,IID
FASLG,CASP10,P48023,Q92851,IID
FASLG,TBX21,P48023,Q9UL17,IID
FASLG,EPHA10,P48023,Q5JZY3,IID
FASLG,GP6,P48023,Q9HCN6,IID
FASLG,SAMSN1,P48023,Q9NSI8,IID
FASLG,TUBA3C;TUBA3D,P48023,,IID
FASLG,ITSN2,P48023,Q9NZM3,IID
FASLG,NCF4,P48023,Q15080,IID
FASLG,BTK,P48023,Q06187,IID
FASLG,OSTF1,P48023,Q92882,IID
FASLG,RBFOX1,P48023,Q9NWB1,IID
FASLG,TRAF6,P48023,Q9Y4K3,IID
FASLG,LAMA4,P48023,Q16363,IID
FASLG,MST1R,P48023,Q04912,IID
FASLG,FGF23,P48023,Q9GZV9,IID
FASLG,TRIP10,P48023,Q15642,IID
FASLG,LCP2,P48023,Q13094,IID
FASLG,PAG1,P48023,Q9NWQ8,IID
FASLG,CNTNAP1,P48023,P78357,IID
FASLG,DNM1,P48023,Q05193,IID
FASLG,IL17F,P48023,Q96PD4,IID
FASLG,TRIM10,P48023,Q9UDY6,IID
FASLG,EIF2AK1,P48023,Q9BQI3,IID
FASLG,MAP4K5,P48023,Q9Y4K4,IID
FASLG,HS3ST2,P48023,Q9Y278,IID
FASLG,RHOA,P48023,P61586,IID
FASLG,SOS2,P48023,Q07890,IID
FASLG,ARHGEF16,P48023,Q5VV41,IID
FASLG,TNFRSF13C,P48023,Q96RJ3,IID
FASLG,TRIP6,P48023,Q15654,IID
FASLG,DGKD,P48023,Q16760,IID
FASLG,BLNK,P48023,Q8WV28,IID
FASLG,EPS8,P48023,Q12929,IID
FASLG,PTK2,P48023,Q05397,IID
FASLG,SH3GL3,P48023,Q99963,IID
FASLG,MYD88,P48023,Q99836,IID
FASLG,MPP3,P48023,Q13368,IID
FASLG,TPSAB1,P48023,Q15661,IID
FASLG,SPINK5,P48023,Q9NQ38,IID
FASLG,PEA15,P48023,Q15121,IID
FASLG,PACSIN1,P48023,Q9BY11,IID
FASLG,PACSIN2,P48023,Q9UNF0,IID
FASLG,DOK1,P48023,Q99704,IID
FASLG,POU4F2,P48023,Q12837,IID
FASLG,PRKDC,P48023,P78527,IID
FASLG,BID,P48023,P55957,IID
FASLG,RND2,P48023,P52198,IID
FASLG,NKX3-1,P48023,Q99801,IID
FASLG,GZMM,P48023,P51124,IID
FASLG,GAB1,P48023,Q13480,IID
FASLG,STAB1,P48023,Q9NY15,IID
FASLG,NTRK3,P48023,Q16288,IID
FASLG,GRB2,P48023,P62993,IID
FASLG,SNX9,P48023,Q9Y5X1,IID
FASLG,ITSN1,P48023,Q15811,IID
FASLG,C1orf61,P48023,Q13536,IID
FASLG,KLRD1,P48023,Q13241,IID
FASLG,SLAMF1,P48023,Q13291,IID
FASLG,SRGAP1,P48023,Q7Z6B7,IID
FASLG,FMO2,P48023,Q99518,IID
FASLG,RAPGEF1,P48023,Q13905,IID
FASLG,LTB,P48023,Q06643,IID
FASLG,DAP3,P48023,P51398,IID
FASLG,SCRIB,P48023,Q14160,IID
FASLG,CASP6,P48023,P55212,IID
FASLG,SHROOM2,P48023,Q13796,IID
FASLG,LY9,P48023,Q9HBG7,IID
FASLG,RACK1,P48023,P63244,IID
FASLG,NEDD4L,P48023,Q96PU5,IID
FASLG,PIK3R5,P48023,Q8WYR1,IID
FASLG,ARHGAP4,P48023,P98171,IID
FASLG,WWC1,P48023,Q8IX03,IID
FASLG,DLGAP4,P48023,Q9Y2H0,IID
FASLG,CHST4,P48023,Q8NCG5,IID
FASLG,KMT2A,P48023,Q03164,IID
FASLG,CACNB3,P48023,P54284,IID
FASLG,MYOF,P48023,Q9NZM1,IID
FASLG,DNM3,P48023,Q9UQ16,IID
FASLG,ACSL6,P48023,Q9UKU0,IID
FASLG,DNM2,P48023,P50570,IID
FASLG,BAZ2A,P48023,Q9UIF9,IID
FASLG,EDA,P48023,Q92838,IID
FASLG,SETBP1,P48023,Q9Y6X0,IID
FASLG,322,P48023,,IID
FASLG,ITCH,P48023,Q96J02,IID
FASLG,KHDRBS1,P48023,Q07666,IID
FASLG,TPX2,P48023,Q9ULW0,IID
FASLG,GRB7,P48023,Q14451,IID
FASLG,AKAP9,P48023,Q99996,IID
FASLG,PTK2B,P48023,Q14289,IID
FASLG,ADAM15,P48023,Q13444,IID
FASLG,SH3KBP1,P48023,Q96B97,IID
FASLG,GAB2,P48023,Q9UQC2,IID
FASLG,GRAP,P48023,Q13588,IID
FASLG,C1QTNF5,P48023,Q9BXJ0,IID
FASLG,HECW1,P48023,Q76N89,IID
FASLG,LGALS14,P48023,Q8TCE9,IID
FASLG,AP2B1,P48023,P63010,IID
FASLG,FAF1,P48023,Q9UNN5,IID
FASLG,PGLYRP4,P48023,Q96LB8,IID
FASLG,MERTK,P48023,Q12866,IID
FASLG,TRAF1,P48023,Q13077,IID
FASLG,TNR,P48023,Q92752,IID
FASLG,SNX33,P48023,Q8WV41,IID
CXCL12,NOD2,P48061,Q9HC29,IID
PIK3CG,PTPN22,P48736,Q9Y2R2,IID
MASP1,NOD2,P48740,Q9HC29,IID
NR2C2,JAZF1,P49116,86VZ6,IID
FASN,LACC1,P49327,Q8IV20,IID
CCT3,ATG16L1,P49368,Q676U5,IID
